"notation","title","description","id","title_en","description_en"
"2.1.3","gehen mit Lebewesen artgerecht unter Berücksichtigung von Sicherheits- und Schutzbestimmungen um;","","d9h",,
"2.1.4","untersuchen biologische Objekte, auch an außerschulischen Lernorten unter Berücksichtigung von Sicherheits- und Schutzbestimmungen.","","e3p",,
"2.2","Kriteriengeleitet beobachten, kriterienstet vergleichen und ordnen","Die Lernenden…","s5h",,
"2.2.1","beschreiben Phänomene durch kriteriengeleitetes Beobachten, auch mit Bezügen zu Basiskonzepten;","","h9s",,
"2.2.2","formulieren Fragestellungen mit Zusammenhangshypothesen für das Beobachten und mit Unterschiedshypothesen für das Vergleichen;","","b9e",,
"2.2.3","planen und führen das Beobachten kriteriengeleitet, das Vergleichen und Ordnen kri-terienstet auch unter Verwendung digitaler Werkzeuge durch;","","p4g",,
"2.2.4","werten Daten aus dem Beobachten, Vergleichen und Ordnen auch mit digitalen Werk-zeugen aus und interpretieren die Ergebnisse kriterienbezogen.","","q5h",,
"2.3","Hypothesengeleitet experimentieren","","y5s",,
"2.3.1","formulieren Fragestellungen und Hypothesen zu Ursache-Wirkungs-Beziehungen;","","a6e",,
"2.3.2","planen und führen Experimente unter Beachtung der unabhängigen und der abhängigen Variablen sowie Kontrollen auch mit digitaler Messwerterfassung durch;","","d7z",,
"2.3.3","widerlegen oder stützen Hypothesen durch Auswertung und Interpretation von experimentell erhobenen Daten, auch mit Bezügen zu Basiskonzepten.","","e4r",,
"2.4","Erklärend und voraussagend modellieren","Die Lernenden…","u4v",,
"2.4.1","modellieren mögliche Erklärungen für biologische Phänomene;","","e5z",,
"2.4.2","prüfen aus Modellen abgeleitete Hypothesen mit qualitativen und quantitativen Daten auch mit digitalen Werkzeugen;","","v4x",,
"2.4.3","beurteilen die Gültigkeit von Modellen für das Erklären und Voraussagen biologischer Phänomene, auch mit Bezügen zu Basiskonzepten.","","e5f",,
"2.5","Erkenntnisprozess reflektieren","Die Lernenden…","v5t",,
"2.5.1","reflektieren Unterschiede zwischen Beschreibung und Interpretation;","","t2b",,
"2.5.2","reflektieren das methodische Vorgehen im Erkenntnisprozess;","","q6a",,
"2.5.3","reflektieren die Zuverlässigkeit von Ergebnissen unter Berücksichtigung von Fehler-quellen und Unsicherheiten.","","g2s",,
"3","Kommunikationskompetenz","""""Die Kommunikationskompetenz der Lernenden zeigt sich in der Kenntnis von Fachsprache und fachtypischen Darstellungen verbunden mit der Fähigkeit, daraus fachbezogene Informationen zu erschließen, diese adressaten- und situationsgerecht aufzubereiten und sich argumentativ auszutauschen.\n\nDas Erschließen umfasst die zielgerichtete Recherche zu biologischen Sachverhalten in analogen und digitalen Medien. Dabei werden Informationen aus verschiedenen fachtypischen Darstellungsformen erschlossen und aussagekräftige Informationen ausgewählt. Das Fach Biologie leistet einen Beitrag zum Ausbau der Sprach- und Lesekompetenz ausgehend von Alltagsvorstellungen und fördert die Diskursfähigkeit über Themen der Biologie.\n\nDas Aufbereiten von fach- und problembezogenen Sachverhalten erfolgt strukturiert, zielgerichtet und quellenbasiert in Form von fachsprachlichen Äußerungen und/oder unter Verwendung fachtypischer Darstellungsformen. Hierbei werden auch digitale Werkzeuge genutzt. In fachsprachlichen Äußerungen ist zwischen proximaten und ultimaten Erklärungen zu unterscheiden.\n\nDas Austauschen von Informationen in fachtypischen Darstellungsformen erfolgt unter Verwendung von Fachsprache situations- und adressatengerecht sowie argumentativ begründet.""""","f4h",,
"3.1","Informationen erschließen","Die Lernenden…","d6c",,
"3.1.1","recherchieren zu biologischen Sachverhalten quellenbezogen und zielgerichtet in analogen und digitalen Medien;","","h4d",,
"3.1.2","beziehen aussagekräftige Informationen und Daten zu biologischen Sachverhalten zur Bearbeitung von Fragestellungen ein, auch mit Bezügen zu Basiskonzepten;","","b2f",,
"3.1.3","prüfen Zuverlässigkeit und Vertrauenswürdigkeit von Darstellungen in Quellen.","","z5x",,
"3.2","Informationen aufbereiten","Die Lernenden…","a3s",,
"3.2.1","beschreiben biologische Sachverhalte fachsprachlich angemessen, auch mit Bezügen zu Basiskonzepten;","","b4x",,
"3.2.2","erklären biologische Sachverhalte proximat oder ultimat;","","p9x",,
"3.2.3","veranschaulichen Daten situations- und adressatengerecht mit fachtypischen Darstellungsformen, auch mit digitalen Werkzeugen.","","u7h",,
"3.3","Informationen austauschen und diskutieren","Die Lernenden…","t7s",,
"3.3.1","präsentieren Arbeitsergebnisse situations- und adressatengerecht unter Anwendung von Fachsprache und fachtypischen Darstellungsformen mit analogen oder digitalen Medien;","","y6t",,
"3.3.2","tauschen Informationen über biologische Sachverhalte unter Anwendung von Fach-sprache aus;","","f2a",,
"3.3.3","argumentieren strukturiert auf der Grundlage biologischer Erkenntnisse;","","y2q",,
"3.3.4","reflektieren die Nutzung analoger und digitaler Werkzeuge und Medien.","","g7c",,
"4","Bewertungskompetenz","""""Die Bewertungskompetenz der Lernenden zeigt sich in der Kenntnis von fachlichen und überfachlichen Perspektiven und Bewertungsverfahren verbunden mit der Fähigkeit, Handlungsoptionen anhand verschiedener Kriterien zu beurteilen, um Entscheidungen auch auf ethischer Grundlage zu treffen, die Folgen abzuschätzen und Entscheidungsprozesse zu reflektieren.\n\nDabei sind bewertungsrelevante Situationen wahrzunehmen, relevante Sachinformationen und Argumente zu beurteilen und deren Herkunft sowie damit verbundene Werte zu identifizieren. In einem Bewertungsprozess werden Handlungsoptionen ausgewertet, Entscheidungen in Bezug auf biologische Sachverhalte aufgrund von gesellschaftlich akzeptierten und persönlich relevanten Werten und Normen getroffen, begründet sowie reflektiert.\n\nBeim systematischen Bewerten von Handlungsmöglichkeiten werden deskriptive und normative Aussagen unterschieden und in Beziehung gesetzt. Dabei werden die individuelle Perspektive und die Perspektiven einzelner Gruppen in der Gesellschaft eingenommen. Dies fördert die Fähigkeit zum Perspektivwechsel und ermöglicht, den eigenen Toleranzrahmen zu erweitern. Nach der fachlichen Klärung wird unter Einbezug individueller und gesellschaftlich verhandelbarer Werte der eigene Standpunkt argumentativ vertreten. Es geht um strukturelle, informierte und ethisch begründete Entscheidungsprozesse, insbesondere in den Bereichen Gesundheit, Sexualität und Nachhaltigkeit. Dies geht im Sinne von Urteilsbildung über die Fachgrenzen der Biologie hinaus und trägt zur Meinungsbildung bei.""""","h2e",,
"4.1","Sachverhalte und Informationen kriteriengeleitet beurteilen","Die Lernenden…","x2q",,
"4.1.1","identifizieren in bewertungsrelevanten Sachverhalten biologiebezogene deskriptive und normative Aussagen;","","f6b",,
"4.1.2","analysieren normative Aussagen hinsichtlich zugrundeliegender Werte;","","v4p",,
"4.1.3","beurteilen den biologischen Inhalt von deskriptiven Argumenten, auch mit Bezügen zu Basiskonzepten;","","e5q",,
"4.1.4","überprüfen die Struktur von Argumenten zu bewertungsrelevanten Sachverhalten.","","f4g",,
"4.2","Kriteriengeleitet Entscheidungen treffen","Die Lernenden…","x3g",,
"4.2.1","benennen Bewertungskriterien und Handlungsoptionen ausgehend von Sachinformationen, Werten und Normen;","","s5c",,
"4.2.2","gewichten Bewertungskriterien und Handlungsoptionen für Entscheidungen zu be-wertungsrelevanten Sachverhalten;","","f2y",,
"4.2.3","treffen Entscheidungen auf der Grundlage von Argumenten, Bewertungskriterien und Handlungsoptionen.","","r7g",,
"4.3","Entscheidungen und deren Folgen reflektieren","Die Lernenden…","d6x",,
"4.3.1","reflektieren kurz- und langfristige, lokale und globale Folgen von Entscheidungen;","","d4g",,
"4.3.2","reflektieren Folgen von Entscheidungen für die Natur, das Individuum und die Gesellschaft;","","y4e",,
"4.3.3","reflektieren den Prozess der Bewertung in Bezug auf das Ergebnis und das Verfahren;","","d9r",,
"4.3.4","bewerten Verhaltensweisen zur Erhaltung der eigenen Gesundheit und Maßnahmen nachhaltiger Entwicklung aus verschiedenen, auch fachübergreifenden Perspektiven.","","h7f",,
